image;row_idx;row_ratio;text;label
X51008123476.jpg;12;0.6;Length of stay: 0 Dy. 0 Hr. 15 Hin.;0
X51006414713.jpg;47;0.573;FG-Y00267 1 0.00 0.00 SR;0
X51006557210.jpg;1;0.03;Lot 3, Jalan Pelabur 23/1,;0
X51008042783.jpg;16;0.615;1 L Coke;1
X51008099054.jpg;1;0.043;(1152264-K);0
X51006857660.jpg;20;0.556;CD SLEEVE REFILL: DATBAO DB1O3 (VR100)/KAYE;1
X51005447832.jpg;17;0.68;6,01884E+15;0
X51005268200.jpg;13;0.382;15.00 TOAAL;0
X51007339650.jpg;15;0.441;8710163220987 2 12.00 24.00 5;0
X51006388066.jpg;12;0.5;SA GRANNY SHITH ID's (PKT);0
X51005605285.jpg;23;0.885;AEON DAISO FESTIVAL MALL;0
X51008114266.jpg;3;0.158;41150 KLANG, SELANGOR;0
X51008164998.jpg;0;0.0;One one three Seafood restaurant Son bhd;0
X51005757304.jpg;14;0.583;5.90 x 3 17.70 SR;0
X51006414671.jpg;12;0.176;Tampoi, 81200 Johor Bahru, Johor;0
X51007339164.jpg;4;0.121;Tel: +603-3362 4137;0
X51005361883.jpg;3;0.091;SELANGOR DARUL EHSAN;0
X51005757235.jpg;6;0.222;SUN-THU: 1000 HRS - 2200 HRS;0
X51006619496.jpg;2;0.08;TAMAN BERKELEY;0
X51006857265.jpg;27;1.0;MPH AT ONE UTAMA;0
X51005301661.jpg;23;0.548;YT51874;0
X51006401869.jpg;19;0.95;TASTY BAKING HEALTY NATIONII;0
X51008128065.jpg;1;0.062;LOT P.T. 2811, JALAN ANGSA,;0
X51006912972.jpg;12;0.185;F;0
X51005705760.jpg;2;0.029;MYDIN MART SRI MUDA;0
X51005719896.jpg;6;0.214;14-01-2018 (Sun) 16:02;0
X51005719873.jpg;13;0.361;Bill No 394024495;0
X51005711452.jpg;1;0.036;Gerbang Alaf Restaurants Sdn Bhd;0
X51008123604.jpg;1;0.033;OGN GROUP SDN BHD;0
X51006008089.jpg;13;0.317;OOCUMENT H0L A4 1486A-Tra;0
X51007339098.jpg;9;0.31;1.2012-0029 RESTAURANT ORDER CHIT NCR;0
X51006414394.jpg;39;0.582;2 W003 THAI STYLE 31.80;1
X51006912960.jpg;3;0.067;Lot PTD 182908 & PTD 143216,;0
X51007339112.jpg;25;0.833;PLEASE COME AGAIN.;0
X51007339647.jpg;16;0.471;SCHNEIDER VIVACE 15A S/SOCKET;1
X51008123586.jpg;6;0.261;myNEWScareline@ mynews.com.my;0
X51006913007.jpg;28;0.378;6% Off @43.15;0
X51005568898.jpg;33;0.647;1.07;0
X51005676543.jpg;0;0.0;SYARIKAT PERNIAGAAN GIN KEE;0
X51006555780.jpg;15;0.455;O C. WHITE 2.13 10 8 0 2 4.26;1
X51008164969.jpg;6;0.194;Bill#:V001-540401 Order#: 140508;0
X51006556596.jpg;8;0.242;MAKASSAR FRESH MARKET SDN BHD;0
X51005433538.jpg;6;0.24;Invoice#:OR18031202170432;0
X51007231361.jpg;48;0.738;26/05/2018 08:53;0
X51005724627.jpg;4;0.125;TEL:03-87686092 FAX : 03-87686092;0
X51005749905.jpg;32;0.889;POINT : 0.00;0
X51008064061.jpg;3;0.115;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51006414675.jpg;46;0.648;www.dominos.com.my/smile and;0
X51005441398.jpg;15;0.469;QTY ITEM RM;0
X51006867435.jpg;21;0.778;not returnable.;0
X00016469622.jpg;25;0.962;SR 0 80.91 0.00;0
X51005568884.jpg;8;0.381;BATTERY LRO3-4B AAA 4 PCS *S;1
X51005441407.jpg;11;0.407;POS No:1 Pax −0;0
X51006555818.jpg;11;0.306;4750O SUBANG JAYA, SELANGOR;0
X51007846393.jpg;56;0.949;r4;0
X51005361883.jpg;1;0.03;(001451637-M);0
X51005757353.jpg;9;0.333;B52 - 20/250;0
X51005757324.jpg;10;0.435;9555493002853  26.90 26.90;0
X51006414718.jpg;4;0.071;3RD FLR, AEON TAMAN MALURI SC;0
X51007339151.jpg;3;0.1;Mobile /Whatsapps : +6012-918 7937;0
X51008142033.jpg;25;0.962;SR (@ 6%) 40.00 2.40;0
X51006733494.jpg;6;0.188;Date: Oct 3, 2016 12:16:25 PM;0
X51007846368.jpg;28;0.318;1 3.00;0
X51007103675.jpg;14;0.56;PLASTIC BAGS *S;1
X51006913054.jpg;39;0.661;MEMBER O000036581 Points Earned: 11;0
X51005663298.jpg;19;0.559;1 X 5.90 5.90 SR;0
X51005568898.jpg;41;0.804;1.20;0
X51006414720.jpg;21;0.457;02353830 2 3.20 6.40 SR* ;0
X51006556646.jpg;33;1.0;Adjus tment Note;0
X51005433533.jpg;0;0.0;PERNIAGAAN ZHENG HUI;0
X51006414679.jpg;33;0.569;0.00;0
X51007339167.jpg;22;0.667;INV NO: CS-SA-0129861;0
X51005568914.jpg;5;0.2;55100 KUALA LUMPUR;0
X51006619698.jpg;19;0.864;OPERATOR SLC - NOR RUZITA;0
X51007846398.jpg;11;0.186;Tampoi,81200 Johor Bahru, Johor;0
X51005676536.jpg;29;0.935;SR 6 87.80 5.27;0
X51006557202.jpg;25;0.806;E.&. above goods in good order condition.;0
X51005757201.jpg;14;0.275;GL HARUMI WASHI;1
X51005442379.jpg;0;0.0;UNIHAKKA INTERNATIONAL SDN BHD;0
X51006327976.jpg;36;0.973;For the latest news and updates;0
X51008142063.jpg;18;0.474;0139 6 1700 18 0. 108.12 SR;0
X51007339114.jpg;7;0.206;Owned By :;0
X51007846301.jpg;11;0.175;(867388-U);0
X51005568900.jpg;4;0.19;43300 SERI KEMBANGAN, SELANGOR;0
X51005442384.jpg;4;0.154;Tampoi, 81200 Johor Bahru, Johor;0
X51006441474.jpg;7;0.25;Tel : 09-2201388;0
X51005453804.jpg;5;0.208;43300 SERI KEMBANGAN, SELANGOR;0
X51005749895.jpg;29;0.829;buy wake;0
X51005663298.jpg;18;0.529;Garden Salad (S);1
X51005712038.jpg;2;0.065;5-7, JALAN MAHAGONI 7/1;0
X51006867435.jpg;12;0.444;RuundinG adjustments 0.02;0
X51006619765.jpg;41;0.854;08-01-16 11:55 SH01 ZJ08 T3 R000270508;0
X51006335552.jpg;41;0.719;LIFE SOS CILT 500GM;1
X51005444037.jpg;37;0.881;T&C apply.;0
X51006414712.jpg;32;0.405;1 T/B LVDR-RG 7.50;1
X51006008057.jpg;42;0.955;Points : 310;0
X51006335552.jpg;55;0.965;ZRL 0 % 297.30 0.00;0
X51007339098.jpg;20;0.69;SR @ 5% 8.21 0.49;0
X51006913028.jpg;2;0.032;••. A05036;0
X51007339146.jpg;10;0.303;1.2044-0137 ARTLINE EG-40 GLUE STICK;1
X51005757323.jpg;8;0.308;PILLAR SINK TAP 87601 S;1
X51006329395.jpg;1;0.05;(001610235-P);0
X51006913030.jpg;46;0.676;9.72;0
X51006913019.jpg;66;0.786;AEON TEBRAU CITY;0
X51006414677.jpg;51;0.836;No.3 Jln Dato'Onn 3, Bdr Dato' Onn;0
X51006913051.jpg;14;0.275;Table:;0
X51006555817.jpg;8;0.242;MAKASSAR FRESH MARKET SDN BHD;0
X51006557184.jpg;28;0.875;required to make necessary adjus tments to its;0
X51005577192.jpg;3;0.103;TAMAN PERINDUSTRIAN BUKIT SERDANG,;0
X00016469669.jpg;5;0.278;07-355 2616;0
X51006008057.jpg;12;0.273;Remarks:;0
X51007846309.jpg;57;0.781;4;0
X51007339648.jpg;6;0.176;Seksyen U13, 40170 Shah Alam;0
X51006913051.jpg;18;0.353;1 5.00 0.00 5.00 S;0
X51007846326.jpg;32;0.542;x X1 - SKY JUICE @0.50 0.50 SR;1
X51005806678.jpg;11;0.379;Date: 29-01-18 20:38;0
X51005663324.jpg;33;0.673;1792 3 7.42 22.26 SR;0
X51005433552.jpg;0;0.0;WARAKUYA PERMAS CITY SDN BHD;0
X51008042782.jpg;1;0.038;002043319-W;0
X51006311779.jpg;36;1.0;27/03/2016 16:54;0
X51005757248.jpg;28;0.875;0304662 HEMADAS A/L BAL0O;1
X51006414483.jpg;34;0.5;$0.00;0
X51006619545.jpg;7;0.119;(WON CNIAN;0
X51008123580.jpg;2;0.069;LOT 1851-A & 1B51-B, JALAN KP3 6,;0
X51006414675.jpg;53;0.746;1 -300-888- 333;0
X51006414721.jpg;46;0.767;4;0
X51006557210.jpg;13;0.394;DD:05/10/2017 11:19;0
X51006414429.jpg;43;0.672;SR I00100000015- Vegetable;1
X51006414519.jpg;8;0.125;HASHA PETROKIOSK;1
X51006619694.jpg;11;0.367;GDN WATER 500ML 184;1
X51006401836.jpg;20;1.0;(01/17] [10:49];0
X51005568881.jpg;19;0.792;SSwwre SaN;0
X51005711456.jpg;7;0.184;Table 9;0
X51007339135.jpg;1;0.034;NO. 31G&33G, JALAN SETIA INDAH X ,U13/X;0
X51008142063.jpg;35;0.921;SR 6;0
X51008122920.jpg;12;0.462;Item Name Qty Unit Price Amount;0
X51005719814.jpg;0;0.0;KIKU JAPANESE RESTAURANT;0
X51005361900.jpg;10;0.312;ITEM QTY U/P DISC%;0
X51007339126.jpg;30;0.938;PURCHASE DATE FOR I.T PRODUCT WARRANTY;0
X51005442383.jpg;2;0.067;18,JALAN PERMAS 10/7;0
X51006556656.jpg;11;0.324;47500 SUBANG JAYA, SELANGOR;0
X51006620187.jpg;22;0.846;Consider PTS: 6;0
X51005724621.jpg;16;0.444;Salesperson Ref.:;0
X51007339658.jpg;6;0.167;NO. 17-G, JALAN SETIA INDAH;0
X51008142063.jpg;23;0.605;SIMEN;1
X51006620189.jpg;21;0.636;@2 X RM 6.35;0
X51007846326.jpg;29;0.492;I 1;0
X51006414519.jpg;41;0.641;***************;0
X51006466056.jpg;15;0.455;00002479 BUTTER ROLL (4);1
X51007231336.jpg;21;0.328;$8.10;0
X00016469619.jpg;0;0.0;tan woon yann;0
X51005447861.jpg;35;0.972;Buy Chinese books online;0
X51006619550.jpg;5;0.135;41400 KlANG, SELANGOR;0
X51005712021.jpg;9;0.321;ashier : 123;0
X51007262328.jpg;5;0.185;TEL : 03-6057 3391;0
X51005568829.jpg;21;0.6;H;0
X51007225398.jpg;22;0.815;SR = 6 % 25.47 1.53;0
X51006311767.jpg;25;0.781;46 xXXXXXXX 1819-;0
X51006619785.jpg;20;0.455;(A2F1)EG MASK;1
X51005663280.jpg;19;0.463;T MARG CK;1
X51006387850.jpg;14;0.519;SR:TEPUNG JAGUNG CAP BINTANG ZOXAC;1
X51006414674.jpg;50;0.781;We are compliant to the PDpA 2010.;0
X51007846305.jpg;44;0.537;9mimm X 000000135412 15.00SR;1
X51006912960.jpg;0;0.0;De Maximum Thai Express Sdn Bhd;0
X51005301661.jpg;4;0.095;ROC No. : (1072825-A);0
X51006414677.jpg;22;0.361;31st March the following year;0
X51005889296.jpg;11;0.423;Trans: 409712949 Staff: 95897;0
X51005587254.jpg;8;0.229;Trans # : 255018;0
X51005568911.jpg;13;0.351;S*;0
X51005806702.jpg;3;0.13;249336-T;0
X51006387847.jpg;19;0.633;4 Type: 3;0
X51008164998.jpg;8;0.32;Date : 20-06-2018 21:36:11;0
X51008142059.jpg;12;0.353;017-6057770;0
X51005685357.jpg;4;0.148;Maluri, Kepong, 52100 KL.;0
X51009453801.jpg;13;0.52;SAFETYPINS BUTTERFLY-S;1
X51008142058.jpg;13;0.371;Doc No : CS00012013 Date: 20/04/2018;0
X51006414712.jpg;23;0.291;Dise;0
X51005757201.jpg;44;0.863;SR @ 6% 83.93 5.04;0
X51005268400.jpg;12;0.429;TOKEN : CT1;0
X51006913070.jpg;55;0.809;4;0
X51006555780.jpg;17;0.515;O.C JUMBO 2.97 10 7 0 3 8.91;1
X51005676549.jpg;13;0.433;1762 1 7.95 7.95 SR;0
X51006620189.jpg;3;0.091;42100 KLANG, SELANGOR;0
X51007339164.jpg;19;0.576;Round Adj 0.00;0
X51005361895.jpg;1;0.042;BR No.: 0195932-X;0
X51005663324.jpg;47;0.959;SR 6 439.00 26.34;0
X51006334741.jpg;13;0.433;UNICA PAIL 6GL 600;1
X51006414470.jpg;13;0.206;12, Jalan Tampoi 7/4,Kawasan Perindustrian;0
X51005676540.jpg;15;0.484;2167 2 50.88 101.76 SR;0
X51006619550.jpg;9;0.243;47.70;0
X51008123450.jpg;5;0.263;Tel.: +603 7726 2929 Fax: +603 7726 1326;0
X51006619862.jpg;20;0.952;MPI HL E;0
X51007339647.jpg;12;0.353;SALESPERSON : AH019 TIME: 15:34:00;0
X51007339158.jpg;8;0.267;SANYU SUPPLY SDN BHD (1135772-K);0
X51007339118.jpg;13;0.448;Discount 0.00;0
X51007339117.jpg;20;0.588;Round Adj 0.00;0
X51005749905.jpg;33;0.917;*Goods sold are not returnable;0
X51005719873.jpg;2;0.056;tealive;1
X51006311767.jpg;14;0.438;FL02001600 1 69.90 69. 90;0
X51005568899.jpg;3;0.15;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51006557193.jpg;27;0.844;The recipient of Gardenia's products is;0
X51006679222.jpg;25;0.962;Powered by Genius POS LoO;0
X51005719856.jpg;0;0.0;baskin BRrobbing;0
X51005447832.jpg;10;0.4;FuelSave 95 RM 85.54 C;1
X51006414431.jpg;52;0.812;4;0
X51005441408.jpg;3;0.125;47400 PETALING JAYA.;0
X51006557179.jpg;8;0.25;MAKASSAR FRESH MARKET SDN BHD;0
X51005663324.jpg;16;0.327;"1 1/2"" SANCORA PAINT BRUSH";1
X51006556604.jpg;15;0.455;O.C. WHITE 2.13 5 2 0 4 8.52;1
X51006414599.jpg;30;0.429;20.00;0
X51007103641.jpg;14;0.452;SPONGE MESH FO04-4S S;1
X51006619694.jpg;28;0.933;product in original condition.;0
X51007231361.jpg;25;0.385;101 NOODLE SOUP O.T.ROCK;1
X51005447839.jpg;5;0.185;57000 KL;0
X51005705760.jpg;64;0.941;date of purchase, failing which MYDIN at;0
X51005442361.jpg;14;0.467;1 Ribs Platter SR 259.90;1
X51006387850.jpg;2;0.074;8, JALAN SUBANG JASA 3,;0
X51006556823.jpg;1;0.032;Lot 3, Jalan Pelabur 23/1,;0
X51008042777.jpg;4;0.19;43200 Cheras, Selangor;0
X00016469623.jpg;29;0.879;18-11-18 13:58 SH01 ZI53 T2 R000002902;0
X51005715451.jpg;6;0.214;S6ooo Kuala Lumpur, Malaysia;0
X51005745214.jpg;19;0.905;45-35;0
X51006913019.jpg;12;0.143;1x 000004921851;0
X51007135037.jpg;6;0.222;TEL / FAX : 0163307491 / 0378317491;0
X00016469622.jpg;0;0.0;tan woon yann;0
X51007846393.jpg;40;0.678;Birthday Discount RM1.57;0
X51006557188.jpg;16;0.471;O.C. WHITE 2.13 4 1 0 3 6.39;1
X51007846350.jpg;5;0.075;A06050 < ;0
X51007846366.jpg;0;0.0;A06067;0
X51006555125.jpg;7;0.467;1. Max 10-1M staples;1
X51005444037.jpg;24;0.571;1/4 Chic+1sd-T @17.90 53.70 S;1
X51007103643.jpg;16;0.5;6928794601200 1 X 2.30 2.30;0
X51008123580.jpg;3;0.103;KAWASAN PERINDUSTRIAN BALAKONG,;0
X51005361883.jpg;11;0.333;9557068000035 1 3.50 5.69 3.30 *;0
X51005806685.jpg;1;0.04;Company Reg. No. : 725186-V;0
X51008164525.jpg;2;0.071;(767840-W);0
X51008164997.jpg;19;0.576;Beverage;1
X51005711441.jpg;2;0.087;No.2, Jalan Temenggung 19/9,;0
X51006556824.jpg;15;0.417;Description U.P Iss Exc D Sale Aint(RM);0
X51007231336.jpg;23;0.359;SR I00100000064-Add Vegetable;1
X51005745249.jpg;28;0.966;with next purchase.Redemption of 1;0
X51007225442.jpg;8;0.296;SUS304 HOOK 48804 S;1
X51007225417.jpg;11;0.367;H/P: 012-659 9829;0
X51006556646.jpg;15;0.455;O.C. WHITE 2.13 5 2 0 3 6.39;1
X51008142060.jpg;30;0.857;SR 9 115.00;0
X51006556656.jpg;34;1.0;CUSTOMER'SCOPY;0
X51005301661.jpg;14;0.333;Address ••;0
X51005442386.jpg;4;0.148;Tampoi, 81200 Johor Bahru,Johor;0
X51007339157.jpg;4;0.133;Tel: +603-3362 4137;0
X51006913055.jpg;48;0.738;Time: 15:16:11;0
X51006414680.jpg;35;0.556;SR @ 6% 1.65 0.10;0
X51007846305.jpg;34;0.415;1x 000000388658 2.50SR ;0
X51008099102.jpg;14;0.389;3 x 1.00 3.00 SR;0
X51006008057.jpg;20;0.455;260.10 SR;0
X51005365179.jpg;8;0.32;Invoice No. : CR 1803/0064;0
X51008099102.jpg;24;0.667;2 x 2.80 5.60 SR;0
X51005447839.jpg;11;0.407;ITEM QTY U/P(RM) DISC(%) Aint (RM);0
X00016469612.jpg;17;0.654;Rour ding Adjustment: 0.00;0
X51005757201.jpg;12;0.235;CE 13312 LONG H;0
X51008114217.jpg;14;0.483;KIWI S/S KNIFE NO.475 5' *S;1
X51006913019.jpg;25;0.298;Aeon card DISC;0
X51005677329.jpg;11;0.407;Salesperson Ref. :;0
X51005453804.jpg;20;0.833;(RM) (RM);0
X51005365179.jpg;4;0.16;KAWASAN PERINDUSTRIAN BUKIT SERDANG,;0
X51006387812.jpg;1;0.033;TIMES BOOKSTORES;0
X51006867435.jpg;4;0.148;1e1:03-60432032;0
X51006327976.jpg;28;0.757;All cartridge & toner sales are final and non-refundable;0
X51006913030.jpg;22;0.324;Item;0
X51007846302.jpg;18;0.305;T-Butter Sugar Bun *#;1
X51006008073.jpg;10;0.417;Description Qty Price Amount;0
X51007843145.jpg;37;0.685;5;0
X51006619697.jpg;10;0.345;TABLE NO. 10 CT;0
X51006619566.jpg;15;0.833;15.00 .90;0
X51006466066.jpg;19;0.559;Sushi 1.30;0
X51007339658.jpg;32;0.889;EN ONISCOHD HOH NOA MNVHL;0
X51007339131.jpg;29;0.853;PLEASE COME AGAIN.;0
X51006414718.jpg;15;0.268;1x 000001010646 7.74SR;0
X51008142033.jpg;1;0.038;(1120908-M);0
X51005568899.jpg;16;0.8;18-10-17 15:16 SH01 ZT09 T3 R000000163;0
X51005442361.jpg;17;0.567;1 Apple - 350m1 SR 13.90;1
X51006913019.jpg;5;0.06;SHOPPING HOURS;0
X51007339150.jpg;1;0.033;NO. 31G&33G, JALAN SETIA INDAH X ,U13/X;0
X51005663324.jpg;5;0.102;TEL :03-40210276;0
X51006389888.jpg;13;0.448;0249 JULIES PEANUT BUTTER S RM7.55 s;1
X51006466056.jpg;8;0.242;18/04/2018 5:18:08 p Session:11444;0
X51008142063.jpg;8;0.211;SUCI ALAM JAYA TRANSPORT;0
X51006556830.jpg;5;0.172;52100 KUALA LUMPUR.;0
X51005711453.jpg;6;0.24;Level 6, Bangunan TH, Damansara Uptown3;0
X51006414638.jpg;28;0.394;1 VEGETABLES;1
X51005757353.jpg;13;0.481;3072318 1 X 6.50 6.50;0
X51006714065.jpg;11;0.5;1.0000 18.00 SR;0
X51006441473.jpg;1;0.029;Guardian Health And Beauty Sdn Bhd;0
X51006556861.jpg;16;0.5;WHOl EMeal 2.78 3 0 0 3 8.34;1
X51005663297.jpg;46;0.697;"PAKU KAYU 1"" (KECIL)";1
X51006619765.jpg;13;0.271;IAOO - 6/96;0
X51005568900.jpg;9;0.429;0Z02 - 12/48;0
X51007339135.jpg;9;0.31;1.2012-0029 RESTAURANT ORDER CHIT NCR;0
X51007339647.jpg;29;0.853;GOODS SOLD ARE NOT REPUNDABLE,;0
X51006335552.jpg;15;0.263;1 CTN 27.00 27,00 ZRL;0
X51007846350.jpg;34;0.507;ROYAL UMBRELLA BERAS WANGI 1KG ;1
X51006913074.jpg;50;0.781;Protectiot t--- - ¤;0
X51005447850.jpg;5;0.208;016-5498845,;0
X51006620186.jpg;9;0.22;IE51/3-61/ - 24;0
X51006311758.jpg;20;0.571;DIS10 1 * 0.00 0.00;0
X51006556825.jpg;8;0.25;MAKASSAR FRESH MARKET SDN BHD;0
X51006329399.jpg;18;0.545;DISC 0. 00;0
X51006414713.jpg;0;0.0;A04113;0
X51008099073.jpg;3;0.12;BANDAR MAHKOTA CHERAS;0
X51005745190.jpg;7;0.171;C;0
X51005433533.jpg;29;0.592;SR: 10# WELDING GLASS (BLACK) 1PCS;1
X51005724554.jpg;14;0.389;Doc No. : CS00010344 Date: 28/02/2018;0
X51006555780.jpg;10;0.303;JALAN SS 15/4B,;0
X51006389888.jpg;9;0.31;0649 TIC TAC CANDY MINT (WH RM2.10 s;1
X51008123446.jpg;10;0.526;010100 Pay park1ng ticket 5.00 RM;1
X51006414711.jpg;26;0.371;""" 1 LH.9 (KB) LSF1-PSI 15.60";1
X51005677328.jpg;2;0.074;NO 290, JALAN AIR PANAS.;0
X51008142065.jpg;0;0.0;KEDAI PAPAN YEW CHUAN;0
X51006619709.jpg;13;0.289;9068722 2 X 2.30 4.60;0
X51008030566.jpg;8;0.296;Date : 09-04-2018 13:16:21;0
X51006619561.jpg;42;0.933;Points Earn : 171 (Complete);0
X51006349086.jpg;1;0.045;First City Parking Sdn Bhd;0
X51005306399.jpg;8;0.333;35.10 litre Pump # 02;1
X51005361907.jpg;15;0.306;4974052801334 1 2.70 0.00 2.70*;0
X51005442346.jpg;4;0.138;81750 JOHOR BAHRU;0
X51006414675.jpg;6;0.085;No.12, Jalan Permas Jaya 10,;0
X51006393377.jpg;16;0.5;TONIOINO INIE 3ZN OTIN 990 RM13.65 s;1
X51006557179.jpg;10;0.312;JALAN SS 15/4B,;0
X51005663278.jpg;14;0.538;999900245 IKEA Retai 36.00 SR;0
X51006556650.jpg;12;0.364;VE0S: Ridzuan(11900);0
X51006556650.jpg;15;0.455;O.C. WHITE 2.13 5 3 0 2 4.26;1
X51006335547.jpg;20;1.0;==visit us online at www.kings.cow.ay==;0
X51006713996.jpg;1;0.034;CO. REG. NO.: 946207-D;0
X51007103578.jpg;20;0.556;9020529 1 X 1.90 1.90;0
X51006913054.jpg;16;0.271;12.00;0
X51006856981.jpg;5;0.167;Company Reg #1101083-T;0
X51006619545.jpg;3;0.051;Tel : 603-2030 1000;0
X51006555814.jpg;15;0.441;O.C. WHITE 2.13 6 3 0 3 6.39;1
X51005715456.jpg;18;0.581;105W E27 PLCE TUBE;1
X51005717526.jpg;16;0.516;1 L McChicken 11.10;1
X51008114282.jpg;10;0.588;0715 KNORR CHICKEN STOCK 1K RM15.90 z;1
X51006867436.jpg;3;0.094;Bandar Bary Kawang;0
X51006414631.jpg;25;0.357;1 $0.90;0
X51005719914.jpg;26;0.605;KEY HOLDER (GRID)#*VS S;1
X51007846353.jpg;21;0.35;Item;0
X00016469622.jpg;14;0.538;ELEGANT SCH TR BAG 15;1
X51006466056.jpg;13;0.394;00002493 CHEESE ROLL (4);1
X51007846410.jpg;21;0.309;Date:;0
X51007846412.jpg;76;0.95;POS: TC12 Shf :201808171;0
X51005663317.jpg;12;0.462;I;0
X51006387971.jpg;10;0.435;2022 CADBURY CHOCOLATE DAIL RN9.65 is;1
X51005663324.jpg;11;0.224;Salesperson Ref. :;0
X51006913019.jpg;50;0.595;449.82 26.99;0
X51007846350.jpg;20;0.299;Ref.:;0
X51006414720.jpg;15;0.326;Invoice No : 01-428985;0
X51005719886.jpg;3;0.143;KIMPAL INDS.PARK B.CAVES;1
X51007225417.jpg;15;0.5;002115 1.00 1.00 1.00 SR;0
X51005433538.jpg;25;1.0;Facebook.com/BarWangRice;0
X51005268262.jpg;9;0.346;Invoice No.: CS 67832;0
X51006557193.jpg;17;0.531;O.C JUMBO 2.97 3 1 0 2 5.94;1
X51008114217.jpg;0;0.0;MR. D.I.Y. (KUCHAI) SDN BHD;0
X51007339115.jpg;30;1.0;Follow us in Facebook : Sanyu.Stationery;0
X51007339115.jpg;2;0.067;40170 SETIA ALAM;0
X51005705722.jpg;10;0.333;Date: 27/09/2017;0
X51007843145.jpg;20;0.37;Item U\Price Qnty Amount;0
X51006913024.jpg;30;0.441;Amount ;0
X51007225442.jpg;2;0.074;LOT 1851-A & 1851-B, JALAN KPB 6,;0
X51006414714.jpg;20;0.317;S/P: POS1 LOC: PMS;0
X51005433522.jpg;8;0.286;Item Qty;0
X51006414680.jpg;20;0.317;DISC 30% @1.75;0
X51006414733.jpg;68;0.861;119.77 3.01;0
X51007339131.jpg;3;0.088;Mobile /Whatsapps : +6012-918 7937;0
X51005806716.jpg;12;0.444;UNICORN-20CM HALF WHITE RULEF SR;1
X51006913024.jpg;16;0.235;Item Qty;0
X51006414470.jpg;14;0.222;Tampoi,81200 Johor Bahru, Johor;0
X51007339098.jpg;28;0.966;PURPOSE **;0
X51007103675.jpg;10;0.4;9555590501204 1 X 9.90 9.90;0
X51006414719.jpg;26;0.406;FRI-SAT:1000 HRS;0
X51008142038.jpg;7;0.412;11:59AM 567640 28-01-18;0
X51005806678.jpg;3;0.103;355, Jalan Bandar Melawati,;0
X51007846391.jpg;14;0.215;12, Jalan Tampoi 7/4,Kawasan Perindustrian;0
X51005757323.jpg;12;0.462;WA33 - 100/1000;0
X51005705722.jpg;5;0.167;TEL : 03-51221701, 51313091 FAX : 03-51215716;0
X51008145504.jpg;1;0.038;(001963477-M);0
X51008099043.jpg;24;0.96;(%0 ) 4.60 0.00;0
X51005749895.jpg;3;0.086;KAWASAN PERINJUSTRIAN BALAKONG,;0
X51005676547.jpg;5;0.185;TEL : 03-40210276;0
X51005749895.jpg;9;0.257;FZ02 - 6/54;0
X51007339653.jpg;10;0.294;ounter.;0
X51005441401.jpg;9;0.429;BILL DT: 12/03/2018 10:25:49 PM RM;0
X51006912960.jpg;2;0.044;Blk 2, Unit G1 & G2, Bestari Terrace,;0
X51006414671.jpg;34;0.5;Amount;0
X51005663324.jpg;15;0.306;3483 1 7.95 7.95 SR;0
X51006350750.jpg;18;0.75;Payment : 130.00;0
X51006867436.jpg;25;0.781;Vispensed medicines sold are;0
X51005568827.jpg;14;0.467;205 Sweet &Sour Pork Ribs;1
X51006620181.jpg;9;0.6;Mother's Slices 1 RM13.50;1
X51008099089.jpg;8;0.333;Date : 20-06-2018 13:11:45;0
X51006913070.jpg;23;0.338;SR I00100000149- Add Vegetable (X);1
X51005663297.jpg;24;0.364;11046 2 80.00 84.80;0
X51006414679.jpg;40;0.69;Qty: 2;0
X51006388069.jpg;9;0.243;1 x 18.60 18.60 Z;0
X51005705760.jpg;39;0.574;1 *;0
X51006388082.jpg;7;0.318;Bill No BM-159572;0
X00016469672.jpg;6;0.154;JOHOR;0
X51007339639.jpg;13;0.371;SALESPERSON AH002 TIME: 08:13:00;0
X51006008095.jpg;16;0.696;Deposit :;0
X51006414631.jpg;53;0.757;Facebook.com/BarWangRice;0
X51005268200.jpg;26;0.765;894875668000 60N 159;0
X51007339158.jpg;10;0.333;1. 5000-0001 PHOTOCOPY SERVICES - A4;1
X51006913074.jpg;15;0.234;Pickup Time: 11:07:09;0
X51006556738.jpg;16;0.444;WHOLEMEAL 2.78 5 2 0 3 8.34;1
X51006913070.jpg;49;0.721;Facebook.com/BarWangRice;0
X51007339157.jpg;22;0.733;INV NO: CS-SA-0097493 Date : 19/07/2017;0
X51005268200.jpg;1;0.029;H O AIS TNTONO I JSAR SOE;1
X51005676536.jpg;14;0.452;8'2 X 3;0
X51008030560.jpg;3;0.13;43200 CHERAS, SELANGOR;0
X51006414713.jpg;33;0.402;Otm Spicy Yakiniku Bowl R;1
X51006414599.jpg;8;0.114;LOT G29 & G30, AEON Ma11 TEBRAU CITY,;0
X51005433533.jpg;17;0.347;SR: KOBELCO G-12#(2.6MM) WELDING;1
X51006913007.jpg;23;0.311;45.90SR;0
X51007846412.jpg;20;0.25;3.30 T;0
X51007846270.jpg;48;0.787;5 21.83 0.00;0
X51007846302.jpg;11;0.186;Date;0
X51006913007.jpg;42;0.568;ONWARDS TOM &;0
X51006466060.jpg;0;0.0;WESTERN EASTERN;0
