image,row_idx,row_ratio,type,text
X51006388044.jpg,16,0.842,header,GOOD SOLD ARE NOT REFUNDABLE
X51006388044.jpg,17,0.895,header,"Rabu, 10-05-2017 Time : 21:51"
X51006388044.jpg,18,0.947,summary,Cashier : NSK
X51006388044.jpg,19,1.0,header,WTI SFULL OB InV:R000039737
X51006388064.jpg,0,0.0,header,
X51006388064.jpg,1,0.033,header,BEMED (SP) SDN. BHD
X51006388064.jpg,2,0.067,header,"No.49, Jalan Dinar G U3/G,"
X51006388064.jpg,3,0.1,header,"Subang Perdana,"
X51006388064.jpg,4,0.133,header,"40150 Shah Alam, Selangor D.E."
X51006388064.jpg,5,0.167,header,03-7845 8155
X51006388064.jpg,6,0.2,summary,GST R0g : 001734164480
X51006388064.jpg,7,0.233,header,184
X51006388064.jpg,8,0.267,summary,CASH RECEIPT
X51006388064.jpg,9,0.3,header,CB# : 59581331715 14/May/2017 02:56:39
X51006388064.jpg,10,0.333,summary,Cashler : mimle ()
X51006388064.jpg,11,0.367,summary,Qty Code&Desc Price Total
X51006388064.jpg,12,0.4,header,PIL CHI-KIT TECK AUN (12'S) SR
X51006388064.jpg,13,0.433,item,1 160160 -1.58 15.80 14.22
X51006388064.jpg,14,0.467,header,PANADOL ACTIFAST 20'S ZRL
X51006388064.jpg,15,0.5,item,1 458140 12.00 12.00
X51006388064.jpg,16,0.533,header,ALPHA LIPID LIFE LINE SR
X51006388064.jpg,17,0.567,item,1 184810 165.00 165.00
X51006388064.jpg,18,0.6,header,3 Type: 3
X51006388064.jpg,19,0.633,summary,SubTotal: 191.22
X51006388064.jpg,20,0.667,summary,Rounding Adj : -0.02
X51006388064.jpg,21,0.7,summary,Total Inclusive GST: 191.20
X51006388064.jpg,22,0.733,summary,VISA 191.20
X51006388064.jpg,23,0.767,header,70
X51006388064.jpg,24,0.8,summary,GST Summary: Amount Tax
X51006388064.jpg,25,0.833,header,(MYR) (MYR)
X51006388064.jpg,26,0.867,item,SR 169.08 10.14
X51006388064.jpg,27,0.9,item,ZRL 12.00 0.00
X51006388064.jpg,28,0.933,header,ONG GUAT CHYE
X51006388064.jpg,29,0.967,header,"Polnts : 1,305"
X51006388064.jpg,30,1.0,footer,Thank you.
X51006388065.jpg,0,0.0,header,99 5PEE0 MART 5/8 (519537-X)
X51006388065.jpg,1,0.071,header,"LOT P.T. 2811, JALAN ANGSA,"
X51006388065.jpg,2,0.143,header,TANON BERKELEY
X51006388065.jpg,3,0.214,header,"41150 KLANG, SELANGOR"
X51006388065.jpg,4,0.286,header,1032-SUBANG PERDANA
X51006388065.jpg,5,0.357,summary,GST IO. NO : 000181747712
X51006388065.jpg,6,0.429,header,INVOICE NO : 18039/103/T0209
X51006388065.jpg,7,0.5,header,04:56PM 565420 21-05-17
X51006388065.jpg,8,0.571,header,"154 AJINONOTO 1K8 RH20,90 s"
X51006388065.jpg,9,0.643,item,@3 X RM 10.40
X51006388065.jpg,10,0.714,summary,"Total Sales (Incluzive GST) RM 20,90"
X51006388065.jpg,11,0.786,summary,CASH RM 21.00
X51006388065.jpg,12,0.857,header,"H8 3ONUHO ,20"
X51006388065.jpg,13,0.929,summary,GST Suamary Asount(RM) Tax(RM)
X51006388065.jpg,14,1.0,item,"5 = 67. 19.62 1,18"
X51006388066.jpg,0,0.0,header,HERO DISTRIBUTION SDN BHD
X51006388066.jpg,1,0.042,header,(Sutang lasa) 666770-U
X51006388066.jpg,2,0.083,summary,GST Reg : 001627654144
X51006388066.jpg,3,0.125,header,"4243, Compleks Perniagaan Sri Gaya,"
X51006388066.jpg,4,0.167,header,"JIn Tmn Subang Jasa 3, POSTE"
X51006388066.jpg,5,0.208,header,40150 Selangor
X51006388066.jpg,6,0.25,summary,Tax Invokce : S1P03201705170016 17/05/17
X51006388066.jpg,7,0.292,summary,Cashier : SITI ANI 08:48:09
X51006388066.jpg,8,0.333,header,CAP MAKMUR MINYAK PACKET 1KG
X51006388066.jpg,9,0.375,item,9555845400009 2.50'3 7.50 Z
X51006388066.jpg,10,0.417,header,H/GRASS K/DELLY F/POW S'BERRY 2SOG '1
X51006388066.jpg,11,0.458,item,9555124301089 6.00'3 18.00 S
X51006388066.jpg,12,0.5,header,SA GRANNY SHITH ID's (PKT)
X51006388066.jpg,13,0.542,item,515474 7.99'2 15.98 2
X51006388066.jpg,14,0.583,summary,Ibemn 3 Total with GST @ 6% 41.48
X51006388066.jpg,15,0.625,summary,Qty 3 Rounding 0.02
X51006388066.jpg,16,0.667,summary,Total Saving 0.00 Total 41.50
X51006388066.jpg,17,0.708,header,Tender
X51006388066.jpg,18,0.75,item,Master 5148 App: 83650 41.50
X51006388066.jpg,19,0.792,summary,Change 0.00
X51006388066.jpg,20,0.833,summary,GSTAnalysis Goods Tax Amount
X51006388066.jpg,21,0.875,item,S = 6% 16.98 1.02
X51006388066.jpg,22,0.917,item,2 = 0% 23.48 0.00
X51006388066.jpg,23,0.958,header,Member Num : 80148970
X51006388066.jpg,24,1.0,header,WONG TAI CHIN
X51006388069.jpg,0,0.0,header,O
X51006388069.jpg,1,0.027,summary,Segi Cash & Cary Sdn. Bhd.
X51006388069.jpg,2,0.054,header,"Pt17920 Sek U9, Shah Alam"
X51006388069.jpg,3,0.081,summary,GST Reg No : 001951645696
X51006388069.jpg,4,0.108,header,POSTED
X51006388069.jpg,5,0.135,header,Invoice No 34867
X51006388069.jpg,6,0.162,header,Date : 25 May 2017 09:413m
X51006388069.jpg,7,0.189,header,Counter : 09
X51006388069.jpg,8,0.216,header,MFM ROSES ALL PURPOSE FLOUR 12X850G
X51006388069.jpg,9,0.243,item,1 x 18.60 18.60 Z
X51006388069.jpg,10,0.27,header,TLC SOTONG SAUCE 7256
X51006388069.jpg,11,0.297,item,1 X 2.69 2.69.9
X51006388069.jpg,12,0.324,header,TLC FISH SAUCE 7256
X51006388069.jpg,13,0.351,item,1 X 2.70 2.70 9
X51006388069.jpg,14,0.378,header,ROYAL BAKING POWDER 450G
X51006388069.jpg,15,0.405,item,2 x 11.69 23.38 S
X51006388069.jpg,16,0.432,header,KUAT HARIMAU BLEACH LEMON TP 2X9OOML
X51006388069.jpg,17,0.459,item,2 x 5.51 (Disc: 1.53) 7.96 S
X51006388069.jpg,18,0.486,header,INDOCAFE COFFEEMIX 3IN1 - 100X20G
X51006388069.jpg,19,0.514,item,1 X 33.90 33.90 9
X51006388069.jpg,20,0.541,header,UDANG XL
X51006388069.jpg,21,0.568,item,0.434 x 39.90 17.32 Z
X51006388069.jpg,22,0.595,header,BURUNG PUYUH FC
X51006388069.jpg,23,0.622,item,4 X 2.95 11.80 S
X51006388069.jpg,24,0.649,header,No of items: 10
X51006388069.jpg,25,0.676,summary,Total Incl. GST:RM 118.35
X51006388069.jpg,26,0.703,item,Master xxxxxXxxxXXxO000: 118.35
X51006388069.jpg,27,0.73,summary,Change:RM 0.00
X51006388069.jpg,28,0.757,item,Savings:RM 3.06
X51006388069.jpg,29,0.784,header,Missed Foint Today: 113
X51006388069.jpg,30,0.811,header,Served by ASHoK KUMAR
X51006388069.jpg,31,0.838,summary,************** GSt S*mry **************
X51006388069.jpg,32,0.865,summary,GST Code Amount(RM) Tax(RM)
X51006388069.jpg,33,0.892,item,Z 00.0% 35.92  0.00
X51006388069.jpg,34,0.919,item,S 06.0% 77.76 4.67
X51006388069.jpg,35,0.946,header,xxxxxxxxxxxxxxxxxxxxxxxxxx*xxxxxxx*xx
X51006388069.jpg,36,0.973,header,Ref No: 00600736354034867
X51006388069.jpg,37,1.0,header,Goods Sold Are Not Returnable. To
X51006388082.jpg,0,0.0,header,Broadview Marketing Sdn Bhd (728384-M)
X51006388082.jpg,1,0.045,header,"No. 9-G, Jalan Dinar D U3/D"
X51006388082.jpg,2,0.091,header,"Taman Subang Perdana, Sek.U3,"
X51006388082.jpg,3,0.136,header,"40150 Shah Alam,Selangor D.E."
X51006388082.jpg,4,0.182,header,03-78459183
X51006388082.jpg,5,0.227,summary,GST Reg No: 000203587584
X51006388082.jpg,6,0.273,summary,Tax Invoiog
X51006388082.jpg,7,0.318,header,Bill No BM-159572
X51006388082.jpg,8,0.364,header,Dete . 15/05/2017 10:49:40 AM
X51006388082.jpg,9,0.409,summary,Cashier Merlin
X51006388082.jpg,10,0.455,header,Description Cty Price Amount
X51006388082.jpg,11,0.5,item,1 SR4HM BUS 1O X 1 4.70 4.70
X51006388082.jpg,12,0.545,header,16 (5000m)
X51006388082.jpg,13,0.591,summary,Total : 4.70
X51006388082.jpg,14,0.636,item,Totsl Item Discount: 0.00
X51006388082.jpg,15,0.682,summary,Total Salee Inclueive GSt : 4.70
X51006388082.jpg,16,0.727,summary,Cash Received : 4.70
X51006388082.jpg,17,0.773,summary,GST SUmmErY
X51006388082.jpg,18,0.818,summary,Tax Code % Taxsble Amount GST
X51006388082.jpg,19,0.864,item,SR 6.00 4.43 0.272
X51006388082.jpg,20,0.909,summary,GST : 0.27
X51006388082.jpg,21,0.955,summary,# GST Include Itemn 5
X51006388082.jpg,22,1.0,footer,"Thank You, Plesse Come Again."
X51006389865.jpg,0,0.0,header,RESTORAN WAN SHENG
X51006389865.jpg,1,0.045,header,002043319-W
X51006389865.jpg,2,0.091,header,"No. 2, Jalan Temenggung 19/9,"
X51006389865.jpg,3,0.136,header,"Seksyen 9, Bandar Mahkota Cheras,"
X51006389865.jpg,4,0.182,header,"43200 Cheras, Selangor"
X51006389865.jpg,5,0.227,summary,GST REG NO: 001335787520
X51006389865.jpg,6,0.273,summary,Tax I Invoice
X51006389865.jpg,7,0.318,summary,INV No. : 854150 Cashier: Nicole
X51006389865.jpg,8,0.364,header,Date : 12-11-2017 18:45:28
X51006389865.jpg,9,0.409,summary,Description Qty U.price Total TAX
X51006389865.jpg,10,0.455,header,Guiness Stout (B) Promotion
X51006389865.jpg,11,0.5,item,4 × 15.40 61.60 SR
X51006389865.jpg,12,0.545,header,Bottle(B)
X51006389865.jpg,13,0.591,item,4 × 0.30 1.20 ZRL
X51006389865.jpg,14,0.636,summary,Total QTY: 8
X51006389865.jpg,15,0.682,summary,Total (Excluding GST) : 59.31
X51006389865.jpg,16,0.727,summary,GST payable (6%) : 3.49
X51006389865.jpg,17,0.773,summary,Total (Inclusive of GST): 62.80
X51006389865.jpg,18,0.818,summary,TOTAL: 62.80
X51006389865.jpg,19,0.864,summary,CASH : 62.80
X51006389865.jpg,20,0.909,summary,GST Summary Amount (RM) Tax (RM)
X51006389865.jpg,21,0.955,item,SR (@ 6%) 58.11 3.49
X51006389865.jpg,22,1.0,item,ZRL (@ 0%) 1.20 0.00
X51006389884.jpg,0,0.0,header,99 SPEED MART S/8 (519537-X)
X51006389884.jpg,1,0.036,header,"LOT P.T. 2811, JALAN ANGSA,"
X51006389884.jpg,2,0.071,header,TAMAN BERKELEY
X51006389884.jpg,3,0.107,header,"41150 KLANG, SELANGOR"
X51006389884.jpg,4,0.143,header,1214-JINJANG UTARA
X51006389884.jpg,5,0.179,summary,GST ID. NO : 000181747712
X51006389884.jpg,6,0.214,header,INVOICE NO : 18224/102/T0496
X51006389884.jpg,7,0.25,header,09:28PM 567455 22-11-17
X51006389884.jpg,8,0.286,item,261 HELANG MINYAK MASAK SKG RM48.70 z
X51006389884.jpg,9,0.321,item,@2 X RN 24.35
X51006389884.jpg,10,0.357,item,8038 JASMINE SUPER 5 SPECIA RM29.90 z
X51006389884.jpg,11,0.393,item,086 GREENLINK BIOTECH BRIKE RM8.40 s
X51006389884.jpg,12,0.429,item,2829 LIFEBUOY COOL FRESH SO RM13.98 s
X51006389884.jpg,13,0.464,item,@2 X RM 6.99
X51006389884.jpg,14,0.5,item,820 PIPIT BLEACH 2*1KG TP RM4.20 s
X51006389884.jpg,15,0.536,item,861 FAB PERFECT BAR (8) 130 RM9.00 s
X51006389884.jpg,16,0.571,header,@10 XRM .90
X51006389884.jpg,17,0.607,item,551 NESCAFE CLASSIC ARABICA RM67.80 z
X51006389884.jpg,18,0.643,item,@3 X RM 22.60
X51006389884.jpg,19,0.679,summary,Total Sales (Inclusive GST) RM 181.98
X51006389884.jpg,20,0.714,summary,Rounding Adjustment RM .02
X51006389884.jpg,21,0.75,summary,Rounding RM 182.00
X51006389884.jpg,22,0.786,item,CREDIT RM 1182.00
X51006389884.jpg,23,0.821,summary,CHANGE RM .00
X51006389884.jpg,24,0.857,summary,GST Summary Amount(RM) Tax(RM)
X51006389884.jpg,25,0.893,item,$ = 6% 33.56 2.02
X51006389884.jpg,26,0.929,item,z = 0% 146.40 .00
X51006389884.jpg,27,0.964,footer,Thank You. Please come again
X51006389884.jpg,28,1.0,header,Keep the invoice for applicable returns
X51006389888.jpg,0,0.0,header,99 SPEED MART S/B (519537-X)
X51006389888.jpg,1,0.034,header,"LOT P.T. 2811, JALAN ANGSA,"
X51006389888.jpg,2,0.069,header,TAMAN BERKELEY
X51006389888.jpg,3,0.103,header,"41150 KLANG, SELANGOR"
X51006389888.jpg,4,0.138,header,1214-JINJANG UTARA
X51006389888.jpg,5,0.172,summary,GST ID. NO : 000181747712
X51006389888.jpg,6,0.207,header,INVOICE NO : 18203/102/T0466
X51006389888.jpg,7,0.241,header,09:06PM 567455 01-11-17
X51006389888.jpg,8,0.276,item,0515 SNEK KU TAM TAM CRAB F RM3.65 s
X51006389888.jpg,9,0.31,item,0649 TIC TAC CANDY MINT (WH RM2.10 s
X51006389888.jpg,10,0.345,item,5178 MENTOS SOUR MIX CHEWY RM2.45 s
X51006389888.jpg,11,0.379,item,2651 MUNCHYS CRACKER SANDWI RM8.38 s
X51006389888.jpg,12,0.414,item,@2 X RM 4.19
X51006389888.jpg,13,0.448,item,0249 JULIES PEANUT BUTTER S RM7.55 s
X51006389888.jpg,14,0.483,item,820 PIPIT BLEACH 2*1KG TP RM4.20 s
X51006389888.jpg,15,0.517,item,480 TOP SUPER WHITE (RED) 2 RM12.65 s
X51006389888.jpg,16,0.552,item,9170 CA3210 CAMEL SHORTHAND RM1.90 s
X51006389888.jpg,17,0.586,item,9413 CS 1002 AS H/COVER NOT RM4.80 s
X51006389888.jpg,18,0.621,item,8445 7CC UHU GLUE RM4.40 s
X51006389888.jpg,19,0.655,item,@2 X RM 2.20
X51006389888.jpg,20,0.69,summary,Total Sales (Inclusive GST) RM 52.08
X51006389888.jpg,21,0.724,summary,Rounding Adjustment RM .02
X51006389888.jpg,22,0.759,summary,Rounding RM 52.10
X51006389888.jpg,23,0.793,summary,CASH RM 60.00
X51006389888.jpg,24,0.828,summary,CHANGE RM 7.90
X51006389888.jpg,25,0.862,summary,GST Summary Amount(RM) Tax(RM)
X51006389888.jpg,26,0.897,item,$ = 6% 49.12 2.96
X51006389888.jpg,27,0.931,footer,Thank You. Please come again
X51006389888.jpg,28,0.966,header,Keag the invoice for applicable returns
X51006389888.jpg,29,1.0,header,Ea pe
X51006389893.jpg,0,0.0,header,1NG4006
X51006389893.jpg,1,0.04,header,IN-SPARKLE TRADING SDN BHD
X51006389893.jpg,2,0.08,header,(Co.no.639240 H)
X51006389893.jpg,3,0.12,header,"No.Lot 24, Batu 11 Kampung Dato,"
X51006389893.jpg,4,0.16,header,"Vjang Balakong, 43200 Cheras, Sel."
X51006389893.jpg,5,0.2,header,Tel: 03-9076 8160
X51006389893.jpg,6,0.24,summary,GST ID : 001429012480
X51006389893.jpg,7,0.28,header,Date: Sat 21/10/2017 01:31:54 PM
X51006389893.jpg,8,0.32,summary,Tax Invoice No: 10100023492
X51006389893.jpg,9,0.36,item,531600309035 1250.00 250.00 5
X51006389893.jpg,10,0.4,header,ALARM G.COB(333)L-A66/L-A71 (LC)1
X51006389893.jpg,11,0.44,header,Promoter : SKO5 CHAN ZHI BEW
X51006389893.jpg,12,0.48,summary,Total Sales Incl. GST @ 6X RM 250.00
X51006389893.jpg,13,0.52,summary,Total Sales RM 250.00
X51006389893.jpg,14,0.56,summary,Cash RM 300.00
X51006389893.jpg,15,0.6,summary,Changes RM 50.00
X51006389893.jpg,16,0.64,summary,GST Summary 00 Amount(RM) Tax(RM)
X51006389893.jpg,17,0.68,item,S = 6% 235.85 14.15
X51006389893.jpg,18,0.72,item,Z = 0% 0.00 0.00
X51006389893.jpg,19,0.76,summary,Cashier: OO05 CaShIER 1.000 Qty
X51006389893.jpg,20,0.8,header,Counter: 101 Outlet: SK2
X51006389893.jpg,21,0.84,header,Have a nice day
X51006389893.jpg,22,0.88,footer,Thank you
X51006389893.jpg,23,0.92,header,******x********(£9*9 S0**************
X51006389893.jpg,24,0.96,header,Customer Name :
X51006389893.jpg,25,1.0,header,Customer Signature :
X51006389963.jpg,0,0.0,header,ELKEN
X51006389963.jpg,1,0.015,header,SERVICE
X51006389963.jpg,2,0.031,header,ELKEN SERVICE SON BHD (310184-X)
X51006389963.jpg,3,0.046,header,No 2-1 Jalan 3/137B Batu 5
X51006389963.jpg,4,0.062,header,Jalan Kelang Lama 58000 Kuala Lumpur
X51006389963.jpg,5,0.077,header,Tel: 603-79859377 Fax no : 03-79807585
X51006389963.jpg,6,0.092,header,Email: elkenservice@elken.com.my
X51006389963.jpg,7,0.108,summary,GST Reg No : 000154042368
X51006389963.jpg,8,0.123,summary,TAXINVOICE
X51006389963.jpg,9,0.138,header,DATE : 10 0CT 2017 TUE
X51006389963.jpg,10,0.154,header,S/ONO : SS3511032318
X51006389963.jpg,11,0.169,header,JOB TYPE : MAINTENANCE
X51006389963.jpg,12,0.185,header,INVOICE ENO ESS447-004439
X51006389963.jpg,13,0.2,header,BILL TO . wong PEI Har
X51006389963.jpg,14,0.215,header,"ADDRESS : 2920/1, JALAN JINJANG INDAH 1,"
X51006389963.jpg,15,0.231,header,"JINJANG UTRA,"
X51006389963.jpg,16,0.246,header,"52000 KEPONG, KUALA LUMPUR."
X51006389963.jpg,17,0.262,header,TEI : 0122536936
X51006389963.jpg,18,0.277,header,TYPE OF UNIT
X51006389963.jpg,19,0.292,summary,SUPPLY PRICE QTY TOTAL
X51006389963.jpg,20,0.308,header,DESCRIPTION
X51006389963.jpg,21,0.323,header,RM
X51006389963.jpg,22,0.338,header,RM
X51006389963.jpg,23,0.354,item,235.85
X51006389963.jpg,24,0.369,item,VALUE PACK A - BP SER SR 235.85 -
X51006389963.jpg,25,0.385,header,1
X51006389963.jpg,26,0.4,header,-CARBON FILTER- BP SERIES
X51006389963.jpg,27,0.415,header,1
X51006389963.jpg,28,0.431,header,-SEDIMENT FiLTER - BP SERIEs
X51006389963.jpg,29,0.446,item,235.85
X51006389963.jpg,30,0.462,summary,SUBTOTAL
X51006389963.jpg,31,0.477,item,DISCOUNT 235.85
X51006389963.jpg,32,0.492,summary,SUBTOTAL (EXCIUDING GST)
X51006389963.jpg,33,0.508,item,14.15
X51006389963.jpg,34,0.523,summary,GST (6%) 250.00
X51006389963.jpg,35,0.538,summary,TOTAL AMOUNT DUE
X51006389963.jpg,36,0.554,item,250.00
X51006389963.jpg,37,0.569,summary,PaymentMode: CASH
X51006389963.jpg,38,0.585,summary,AMOUNT GST AMOUNT
X51006389963.jpg,39,0.6,summary,GST SUMMARY :
X51006389963.jpg,40,0.615,header,INCLUSIVE
X51006389963.jpg,41,0.631,header,EXCLUSIVE
X51006389963.jpg,42,0.646,header,RM RM RM
X51006389963.jpg,43,0.662,item,0.00 0.00 0.00
X51006389963.jpg,44,0.677,item,0% ZRL : Zero rate 250.00
X51006389963.jpg,45,0.692,item,235.85 14.15
X51006389963.jpg,46,0.708,header,: Standard rate
X51006389963.jpg,47,0.723,item,6%SR 0.00
X51006389963.jpg,48,0.738,item,0.00 0.00
X51006389963.jpg,49,0.754,header,: Relief Supply
X51006389963.jpg,50,0.769,header,0% RS
X51006389963.jpg,51,0.785,item,235.85 14.15 250.00
X51006389963.jpg,52,0.8,summary,TOTAL AMOUNT
X51006389963.jpg,53,0.815,header,CHECKLIST 20
X51006389963.jpg,54,0.831,header,Feedwater pressure(psi)
X51006389963.jpg,55,0.846,header,006
X51006389963.jpg,56,0.862,header,Feed water TDS 000
X51006389963.jpg,57,0.877,header,Before service RO TDS
X51006389963.jpg,58,0.892,header,000
X51006389963.jpg,59,0.908,header,After service RO TDS
X51006389963.jpg,60,0.923,header,REmarK
X51006389963.jpg,61,0.938,header,BP37613 chg 1 2
X51006389963.jpg,62,0.954,header,Attended By
X51006389963.jpg,63,0.969,header,Customer Acceptance of FONG MUNLOONG
X51006389963.jpg,64,0.985,header,Product & Service Tech ID: ESS447
X51006389963.jpg,65,1.0,header,in good order 01:55:59 PM
X51006392122.jpg,0,0.0,header,0A
X51006392122.jpg,1,0.045,summary,Cashier [P.NISANTHI] Machine [003]
X51006392122.jpg,2,0.091,header,[19/06/17] [11:37]
X51006392122.jpg,3,0.136,header,ROSIED
X51006392122.jpg,4,0.182,summary,FIVE STAR CASH & CARRY
X51006392122.jpg,5,0.227,header,(1365663-P)
X51006392122.jpg,6,0.273,header,"G.23 & G.22, Plaza Seri Setia,"
X51006392122.jpg,7,0.318,header,"No.1 Jalan SS 9/1, 47300 PJ, Selangor."
X51006392122.jpg,8,0.364,header,Tel/Fax : 603-7877 9712 (POS 3)
X51006392122.jpg,9,0.409,summary,(GST No.: 000610435072)
X51006392122.jpg,10,0.455,summary,TAX INVOICE
X51006392122.jpg,11,0.5,header,RECEIPT NO.[00550388] 19/06/17 11:43
X51006392122.jpg,12,0.545,item,9555339300051 x 1 45.00 S
X51006392122.jpg,13,0.591,header,[AKSjAPpALAH 3KG
X51006392122.jpg,14,0.636,header,Quantity Out : 1
X51006392122.jpg,15,0.682,summary,NET TOTAL : 45.00
X51006392122.jpg,16,0.727,summary,CASH : 45-00
X51006392122.jpg,17,0.773,summary,GST Summary Amount(RM) Tax(RM)
X51006392122.jpg,18,0.818,item,9 = 6% 42.45 2.55
X51006392122.jpg,19,0.864,item,Z = 0% 0.00 0.00
X51006392122.jpg,20,0.909,header,*NIVNN SN MISIA O8 ONO NOA MNAHO***
X51006392122.jpg,21,0.955,summary,Cashier [ [P.NISANTHI] Machine [003]
X51006392122.jpg,22,1.0,header,[19/06/17] [11:43]
X51006392273.jpg,0,0.0,header,Broadview Marketing Sdn Bhd (728364M)
X51006392273.jpg,1,0.043,header,"D No. 9-G, Jalan Dinar D U3/D"
X51006392273.jpg,2,0.087,header,"Taman Subang Perdana, Sek. U3,"
X51006392273.jpg,3,0.13,header,"40150 Shah Alam,Selangor D.E."
X51006392273.jpg,4,0.174,header,03-78459183
X51006392273.jpg,5,0.217,summary,GST Reg No: 000203587584
X51006392273.jpg,6,0.261,summary,Tax Invoice
X51006392273.jpg,7,0.304,header,Bill No : BM-161113
X51006392273.jpg,8,0.348,header,Date : 03/06/2017 5:02:54 PM
X51006392273.jpg,9,0.391,summary,Cashier : Merlin
X51006392273.jpg,10,0.435,header,Description Qty Price Arount
X51006392273.jpg,11,0.478,item,2-1 SR4HMBAG010 1 18.00 18.00
X51006392273.jpg,12,0.522,header,24 X36 (2kg)
X51006392273.jpg,13,0.565,summary,Total : 18.00
X51006392273.jpg,14,0.609,item,Toted Itemn Discount: 0.00
X51006392273.jpg,15,0.652,summary,Total Salee Inclueive GST : 18.00
X51006392273.jpg,16,0.696,summary,Cash Received : 18.00
X51006392273.jpg,17,0.739,header,o
X51006392273.jpg,18,0.783,summary,GST Summery
X51006392273.jpg,19,0.826,summary,Tax Code Texable Amount GST
X51006392273.jpg,20,0.87,item,SR 6.00 16.98 1.02
X51006392273.jpg,21,0.913,summary,GST : 1.02
X51006392273.jpg,22,0.957,summary,""" GST Include Itern"
X51006392273.jpg,23,1.0,footer,"Thank You, Pleare Come Again,"
X51006392299.jpg,0,0.0,header,BEMED (SP) SDN. BHZ.
X51006392299.jpg,1,0.042,header,"No.49, Jalan Dinar G U3/G,"
X51006392299.jpg,2,0.083,header,"Subang Perdana,"
X51006392299.jpg,3,0.125,header,"40150 Shah Alam, Selangor D.E"
X51006392299.jpg,4,0.167,header,03-7845 8155
X51006392299.jpg,5,0.208,summary,GST R0g : 001734164480
X51006392299.jpg,6,0.25,summary,CASH RECEIPT
X51006392299.jpg,7,0.292,header,CB*; 78283158333 14/Jun/201708:34:22
X51006392299.jpg,8,0.333,summary,Cashier : puterl O)
X51006392299.jpg,9,0.375,summary,Qty Code&Desc Price Total
X51006392299.jpg,10,0.417,header,ALPHA LIPID LIFE LINE SR
X51006392299.jpg,11,0.458,item,1 184810 165.00 165.00
X51006392299.jpg,12,0.5,header,1 Type: *
X51006392299.jpg,13,0.542,summary,SubTotal: 165.00
X51006392299.jpg,14,0.583,summary,Rounding Adj : 0.00
X51006392299.jpg,15,0.625,summary,Total Indusive GST: 165.00
X51006392299.jpg,16,0.667,summary,VISA 165.00
X51006392299.jpg,17,0.708,summary,GSt Summary: Amount Tax
X51006392299.jpg,18,0.75,header,(MYR) (MYR)
X51006392299.jpg,19,0.792,header,r
X51006392299.jpg,20,0.833,item,SR 156.66 8.34
X51006392299.jpg,21,0.875,header,ONG GUAT CHYE
X51006392299.jpg,22,0.917,header,"Points : 1,460"
X51006392299.jpg,23,0.958,footer,Thank you.
X51006392299.jpg,24,1.0,footer,Please come again.
X51006392313.jpg,0,0.0,summary,SUPER SEVEN CASH & CARRY SEN 3HD O-8C
X51006392313.jpg,1,0.023,header,(590150-A)
X51006392313.jpg,2,0.047,header,FASARAYA BORONG SUPER SEVEN
X51006392313.jpg,3,0.07,header,NO. 1 Jalan Euro 1
X51006392313.jpg,4,0.093,header,Cff Jalan Batu Tiga
X51006392313.jpg,5,0.116,header,"Sungai Bulch Seksyen U3 Shah Alam,40150"
X51006392313.jpg,6,0.14,header,ttp://www.super7.com.my
X51006392313.jpg,7,0.163,header,TEL : 03-78590861
X51006392313.jpg,8,0.186,header,FAX : 03-78590664
X51006392313.jpg,9,0.209,summary,GST ID : 000639090688
X51006392313.jpg,10,0.233,summary,TAX INVOICE
X51006392313.jpg,11,0.256,summary,TAX INVOICE NO : 138652 COUNTER :002
X51006392313.jpg,12,0.279,summary,CPERATOR : [NORIZZATI BT MOHD ZU-CASHIER]
X51006392313.jpg,13,0.302,header,22-06-2017 10:20:00 AM
X51006392313.jpg,14,0.326,header,(RM)
X51006392313.jpg,15,0.349,item,<K KACANG GORENG 400G @7.20
X51006392313.jpg,16,0.372,item,6556524004265 *3 21.60 SR
X51006392313.jpg,17,0.395,item,TERUNG PENDEK 63.15
X51006392313.jpg,18,0.419,item,12066 ¥1 3.15 ZR
X51006392313.jpg,19,0.442,item,-ALIA MUDA LOCAL @2.30
X51006392313.jpg,20,0.465,header,42006 *1
X51006392313.jpg,21,0.488,item,2.30 ZR
X51006392313.jpg,22,0.512,item,BAWANG BESAR INDIA  60.98
X51006392313.jpg,23,0.535,item,42901 *1 0.98 ZR
X51006392313.jpg,24,0.558,header,CUANTITY : 6 Units
X51006392313.jpg,25,0.581,summary,otal Sales (Incl. GST @6%)
X51006392313.jpg,26,0.605,item,RM28.03
X51006392313.jpg,27,0.628,summary,Rounding Adjustment
X51006392313.jpg,28,0.651,header,RMO.02
X51006392313.jpg,29,0.674,summary,et Total
X51006392313.jpg,30,0.698,item,RM28.05
X51006392313.jpg,31,0.721,header,Cayment Method
X51006392313.jpg,32,0.744,summary,CASH
X51006392313.jpg,33,0.767,summary,eceived Cash
X51006392313.jpg,34,0.791,item,RM28.05
X51006392313.jpg,35,0.814,header,hange
X51006392313.jpg,36,0.837,header,RMO.00
X51006392313.jpg,37,0.86,summary,GST Summary Sales Amt Tax Amt
X51006392313.jpg,38,0.884,header,(RM) (RM)
X51006392313.jpg,39,0.907,item,SR (6%) 20.38 1.22
X51006392313.jpg,40,0.93,item,ZR (0%) 6.43 0.00
X51006392313.jpg,41,0.953,header,GE VERIFY YOUR RECEIPTE
